0,DÍA,HORA,NOX,CO,HUMO
536,18/03/2022,02:55:00 p. m.,102,1178,24
537,18/03/2022,02:56:00 p. m.,31,414,11
538,18/03/2022,02:57:00 p. m.,63,547,158
539,18/03/2022,02:58:00 p. m.,34,85,215
540,18/03/2022,02:59:00 p. m.,86,891,264
541,18/03/2022,03:00:00 p. m.,67,96,203
542,18/03/2022,03:01:00 p. m.,28,32,108
543,18/03/2022,03:02:00 p. m.,69,512,65
544,18/03/2022,03:03:00 p. m.,122,1193,12
545,18/03/2022,03:04:00 p. m.,52,832,238
546,18/03/2022,03:05:00 p. m.,138,871,110
547,18/03/2022,03:06:00 p. m.,54,245,257
548,18/03/2022,03:07:00 p. m.,153,81,217
549,18/03/2022,03:08:00 p. m.,135,904,415
550,18/03/2022,03:09:00 p. m.,154,849,128
551,18/03/2022,03:10:00 p. m.,96,1193,331
552,18/03/2022,03:11:00 p. m.,8,338,193
553,18/03/2022,03:12:00 p. m.,121,798,412
554,18/03/2022,03:13:00 p. m.,90,839,205
555,18/03/2022,03:14:00 p. m.,150,226,171
556,18/03/2022,03:15:00 p. m.,36,1130,396
557,18/03/2022,03:16:00 p. m.,65,5,330
558,18/03/2022,03:17:00 p. m.,132,200,203
559,18/03/2022,03:18:00 p. m.,67,1160,350
560,18/03/2022,03:19:00 p. m.,82,54,226
561,18/03/2022,03:20:00 p. m.,141,396,288
562,18/03/2022,03:21:00 p. m.,51,289,206
563,18/03/2022,03:22:00 p. m.,40,942,120
564,18/03/2022,03:23:00 p. m.,96,963,30
565,18/03/2022,03:24:00 p. m.,29,83,294
566,18/03/2022,03:25:00 p. m.,41,638,149
567,18/03/2022,03:26:00 p. m.,102,1196,169
568,18/03/2022,03:27:00 p. m.,152,432,195
569,18/03/2022,03:28:00 p. m.,107,531,223
570,18/03/2022,03:29:00 p. m.,145,635,270
571,18/03/2022,03:30:00 p. m.,154,725,60
572,18/03/2022,03:31:00 p. m.,7,64,198
573,18/03/2022,03:32:00 p. m.,116,679,397
574,18/03/2022,03:33:00 p. m.,120,456,297
575,18/03/2022,03:34:00 p. m.,107,189,419
576,18/03/2022,03:35:00 p. m.,70,518,27
577,18/03/2022,03:36:00 p. m.,102,680,410
578,18/03/2022,03:37:00 p. m.,127,73,391
579,18/03/2022,03:38:00 p. m.,105,915,76
580,18/03/2022,03:39:00 p. m.,6,650,259
581,18/03/2022,03:40:00 p. m.,96,329,94
582,18/03/2022,03:41:00 p. m.,110,995,143
583,18/03/2022,03:42:00 p. m.,41,1081,390
584,18/03/2022,03:43:00 p. m.,116,944,282
585,18/03/2022,03:44:00 p. m.,1,425,91
586,18/03/2022,03:45:00 p. m.,17,552,61
587,18/03/2022,03:46:00 p. m.,25,191,292
588,18/03/2022,03:47:00 p. m.,32,188,400
589,18/03/2022,03:48:00 p. m.,104,1013,206
590,18/03/2022,03:49:00 p. m.,6,447,407
591,18/03/2022,03:50:00 p. m.,33,1157,307
592,18/03/2022,03:51:00 p. m.,75,535,244
593,18/03/2022,03:52:00 p. m.,12,213,116
594,18/03/2022,03:53:00 p. m.,152,550,210
595,18/03/2022,03:54:00 p. m.,43,1084,217
596,18/03/2022,03:55:00 p. m.,65,464,60
597,18/03/2022,03:56:00 p. m.,53,378,7
598,18/03/2022,03:57:00 p. m.,30,516,97
599,18/03/2022,03:58:00 p. m.,11,217,275
600,18/03/2022,03:59:00 p. m.,62,305,160
601,18/03/2022,04:00:00 p. m.,7,593,167
602,18/03/2022,04:01:00 p. m.,118,100,383
603,18/03/2022,04:02:00 p. m.,1,1012,367
604,18/03/2022,04:03:00 p. m.,99,720,413
605,18/03/2022,04:04:00 p. m.,60,934,77
606,18/03/2022,04:05:00 p. m.,121,200,163
607,18/03/2022,04:06:00 p. m.,82,1066,163
608,18/03/2022,04:07:00 p. m.,135,507,396
609,18/03/2022,04:08:00 p. m.,13,1127,331
610,18/03/2022,04:09:00 p. m.,7,1092,190
611,18/03/2022,04:10:00 p. m.,128,755,259
612,18/03/2022,04:11:00 p. m.,109,443,367
613,18/03/2022,04:12:00 p. m.,96,1228,179
614,18/03/2022,04:13:00 p. m.,123,509,398
615,18/03/2022,04:14:00 p. m.,72,1164,340
616,18/03/2022,04:15:00 p. m.,39,690,334
617,18/03/2022,04:16:00 p. m.,48,39,364
618,18/03/2022,04:17:00 p. m.,147,457,171
619,18/03/2022,04:18:00 p. m.,57,302,50
620,18/03/2022,04:19:00 p. m.,116,845,357
621,18/03/2022,04:20:00 p. m.,57,193,312
622,18/03/2022,04:21:00 p. m.,64,245,239
623,18/03/2022,04:22:00 p. m.,108,1103,370
624,18/03/2022,04:23:00 p. m.,24,589,178
625,18/03/2022,04:24:00 p. m.,15,270,58
626,18/03/2022,04:25:00 p. m.,51,38,142
627,18/03/2022,04:26:00 p. m.,95,687,402
628,18/03/2022,04:27:00 p. m.,92,25,118
629,18/03/2022,04:28:00 p. m.,42,926,343
630,18/03/2022,04:29:00 p. m.,34,594,303
631,18/03/2022,04:30:00 p. m.,36,1031,174
632,18/03/2022,04:31:00 p. m.,153,1041,261
633,18/03/2022,04:32:00 p. m.,49,1238,30
634,18/03/2022,04:33:00 p. m.,147,483,47
635,18/03/2022,04:34:00 p. m.,15,742,6
636,18/03/2022,04:35:00 p. m.,33,554,423
637,18/03/2022,04:36:00 p. m.,108,12,379
638,18/03/2022,04:37:00 p. m.,111,446,391
639,18/03/2022,04:38:00 p. m.,66,523,310
640,18/03/2022,04:39:00 p. m.,12,681,337
641,18/03/2022,04:40:00 p. m.,64,488,253
642,18/03/2022,04:41:00 p. m.,58,355,419
643,18/03/2022,04:42:00 p. m.,130,358,414
644,18/03/2022,04:43:00 p. m.,47,694,389
645,18/03/2022,04:44:00 p. m.,151,772,351
646,18/03/2022,04:45:00 p. m.,31,481,229
647,18/03/2022,04:46:00 p. m.,113,1167,44
648,18/03/2022,04:47:00 p. m.,49,829,166
649,18/03/2022,04:48:00 p. m.,92,880,203
650,18/03/2022,04:49:00 p. m.,93,677,181
651,18/03/2022,04:50:00 p. m.,7,914,411
652,18/03/2022,04:51:00 p. m.,20,1033,234
653,18/03/2022,04:52:00 p. m.,150,870,232
654,18/03/2022,04:53:00 p. m.,42,649,129
655,18/03/2022,04:54:00 p. m.,27,233,225
656,18/03/2022,04:55:00 p. m.,51,367,36
657,18/03/2022,04:56:00 p. m.,2,598,264
658,18/03/2022,04:57:00 p. m.,148,655,278
659,18/03/2022,04:58:00 p. m.,36,390,141
660,18/03/2022,04:59:00 p. m.,110,814,288
661,18/03/2022,05:00:00 p. m.,40,504,59
662,18/03/2022,05:01:00 p. m.,33,392,163
663,18/03/2022,05:02:00 p. m.,16,353,266
664,18/03/2022,05:03:00 p. m.,66,1189,4
665,18/03/2022,05:04:00 p. m.,19,1198,6
666,18/03/2022,05:05:00 p. m.,134,1115,78
667,18/03/2022,05:06:00 p. m.,26,1182,293
668,18/03/2022,05:07:00 p. m.,118,583,430
669,18/03/2022,05:08:00 p. m.,79,437,243
670,18/03/2022,05:09:00 p. m.,107,1225,225
671,18/03/2022,05:10:00 p. m.,7,1192,302
672,18/03/2022,05:11:00 p. m.,142,485,22
673,18/03/2022,05:12:00 p. m.,43,234,307
674,18/03/2022,05:13:00 p. m.,51,1026,270
675,18/03/2022,05:14:00 p. m.,12,11,182
676,18/03/2022,05:15:00 p. m.,154,464,197
677,18/03/2022,05:16:00 p. m.,67,829,219
678,18/03/2022,05:17:00 p. m.,67,772,403
679,18/03/2022,05:18:00 p. m.,7,409,171
680,18/03/2022,05:19:00 p. m.,5,270,251
681,18/03/2022,05:20:00 p. m.,132,443,22
682,18/03/2022,05:21:00 p. m.,129,777,267
683,18/03/2022,05:22:00 p. m.,102,758,183
684,18/03/2022,05:23:00 p. m.,68,191,295
685,18/03/2022,05:24:00 p. m.,27,1116,379
686,18/03/2022,05:25:00 p. m.,38,387,196
687,18/03/2022,05:26:00 p. m.,41,80,351
688,18/03/2022,05:27:00 p. m.,82,693,104
689,18/03/2022,05:28:00 p. m.,101,1147,251
690,18/03/2022,05:29:00 p. m.,79,511,229
691,18/03/2022,05:30:00 p. m.,76,159,160
692,18/03/2022,05:31:00 p. m.,7,635,82
693,18/03/2022,05:32:00 p. m.,88,883,124
694,18/03/2022,05:33:00 p. m.,91,1051,41
695,18/03/2022,05:34:00 p. m.,122,937,193
696,18/03/2022,05:35:00 p. m.,94,1196,43
697,18/03/2022,05:36:00 p. m.,111,1034,189
698,18/03/2022,05:37:00 p. m.,102,523,404
699,18/03/2022,05:38:00 p. m.,39,671,89
700,18/03/2022,05:39:00 p. m.,94,1000,258
701,18/03/2022,05:40:00 p. m.,126,484,12
702,18/03/2022,05:41:00 p. m.,126,760,326
703,18/03/2022,05:42:00 p. m.,121,782,323
704,18/03/2022,05:43:00 p. m.,114,991,162
705,18/03/2022,05:44:00 p. m.,148,1000,327
706,18/03/2022,05:45:00 p. m.,113,640,102
707,18/03/2022,05:46:00 p. m.,127,1017,125
708,18/03/2022,05:47:00 p. m.,104,880,137
709,18/03/2022,05:48:00 p. m.,76,1149,103
710,18/03/2022,05:49:00 p. m.,47,215,420
711,18/03/2022,05:50:00 p. m.,131,179,315
712,18/03/2022,05:51:00 p. m.,141,819,226
713,18/03/2022,05:52:00 p. m.,91,211,180
714,18/03/2022,05:53:00 p. m.,136,950,175
715,18/03/2022,05:54:00 p. m.,25,41,9
716,18/03/2022,05:55:00 p. m.,38,520,287
717,18/03/2022,05:56:00 p. m.,114,30,166
718,18/03/2022,05:57:00 p. m.,60,794,377
719,18/03/2022,05:58:00 p. m.,103,1100,325
720,18/03/2022,05:59:00 p. m.,24,656,188
721,18/03/2022,06:00:00 p. m.,25,101,129
722,18/03/2022,06:00:00 a. m.,116,668,300
723,19/03/2022,06:00:00 a. m.,46,478,291
724,19/03/2022,06:01:00 a. m.,75,522,263
725,19/03/2022,06:02:00 a. m.,50,393,310
726,19/03/2022,06:03:00 a. m.,146,312,327
727,19/03/2022,06:04:00 a. m.,120,385,380
728,19/03/2022,06:05:00 a. m.,0,683,104
729,19/03/2022,06:06:00 a. m.,91,54,331
730,19/03/2022,06:07:00 a. m.,154,1252,145
731,19/03/2022,06:08:00 a. m.,64,969,334
732,19/03/2022,06:09:00 a. m.,143,555,356
733,19/03/2022,06:10:00 a. m.,115,141,137
734,19/03/2022,06:11:00 a. m.,58,990,378
735,19/03/2022,06:12:00 a. m.,48,457,244
736,19/03/2022,06:13:00 a. m.,61,311,162
737,19/03/2022,06:14:00 a. m.,126,1208,187
738,19/03/2022,06:15:00 a. m.,142,1174,223
739,19/03/2022,06:16:00 a. m.,26,204,292
740,19/03/2022,06:17:00 a. m.,131,676,307
741,19/03/2022,06:18:00 a. m.,88,192,20
742,19/03/2022,06:19:00 a. m.,151,984,233
743,19/03/2022,06:20:00 a. m.,128,978,150
744,19/03/2022,06:21:00 a. m.,65,1049,330
745,19/03/2022,06:22:00 a. m.,102,1228,318
746,19/03/2022,06:23:00 a. m.,149,1072,189
747,19/03/2022,06:24:00 a. m.,111,263,276
748,19/03/2022,06:25:00 a. m.,126,44,93
749,19/03/2022,06:26:00 a. m.,118,668,183
750,19/03/2022,06:27:00 a. m.,79,860,166
751,19/03/2022,06:28:00 a. m.,13,141,343
752,19/03/2022,06:29:00 a. m.,154,418,199
753,19/03/2022,06:30:00 a. m.,7,874,244
754,19/03/2022,06:31:00 a. m.,49,1021,51
755,19/03/2022,06:32:00 a. m.,55,106,95
756,19/03/2022,06:33:00 a. m.,11,992,330
757,19/03/2022,06:34:00 a. m.,142,1068,307
758,19/03/2022,06:35:00 a. m.,107,802,11
759,19/03/2022,06:36:00 a. m.,122,281,219
760,19/03/2022,06:37:00 a. m.,38,171,423
761,19/03/2022,06:38:00 a. m.,121,982,266
762,19/03/2022,06:39:00 a. m.,133,989,223
763,19/03/2022,06:40:00 a. m.,15,537,80
764,19/03/2022,06:41:00 a. m.,34,1215,101
765,19/03/2022,06:42:00 a. m.,0,1185,54
766,19/03/2022,06:43:00 a. m.,88,788,289
767,19/03/2022,06:44:00 a. m.,20,723,62
768,19/03/2022,06:45:00 a. m.,83,233,46
769,19/03/2022,06:46:00 a. m.,90,785,326
770,19/03/2022,06:47:00 a. m.,89,690,284
771,19/03/2022,06:48:00 a. m.,17,731,227
772,19/03/2022,06:49:00 a. m.,128,1082,118
773,19/03/2022,06:50:00 a. m.,39,362,151
774,19/03/2022,06:51:00 a. m.,47,413,330
775,19/03/2022,06:52:00 a. m.,128,584,145
776,19/03/2022,06:53:00 a. m.,34,1214,343
777,19/03/2022,06:54:00 a. m.,117,286,184
778,19/03/2022,06:55:00 a. m.,13,69,283
779,19/03/2022,06:56:00 a. m.,74,887,364
780,19/03/2022,06:57:00 a. m.,117,357,411
781,19/03/2022,06:58:00 a. m.,27,1078,154
782,19/03/2022,06:59:00 a. m.,153,1001,414
783,19/03/2022,07:00:00 a. m.,9,415,378
784,19/03/2022,07:01:00 a. m.,81,808,220
785,19/03/2022,07:02:00 a. m.,33,451,180
786,19/03/2022,07:03:00 a. m.,86,411,314
787,19/03/2022,07:04:00 a. m.,18,109,357
788,19/03/2022,07:05:00 a. m.,109,622,329
789,19/03/2022,07:06:00 a. m.,129,1204,28
790,19/03/2022,07:07:00 a. m.,104,852,335
791,19/03/2022,07:08:00 a. m.,128,561,129
792,19/03/2022,07:09:00 a. m.,59,165,333
793,19/03/2022,07:10:00 a. m.,124,909,173
794,19/03/2022,07:11:00 a. m.,2,1219,366
795,19/03/2022,07:12:00 a. m.,143,1097,390
796,19/03/2022,07:13:00 a. m.,138,657,150
797,19/03/2022,07:14:00 a. m.,146,1189,212
798,19/03/2022,07:15:00 a. m.,85,519,2
799,19/03/2022,07:16:00 a. m.,136,342,136
800,19/03/2022,07:17:00 a. m.,85,570,258
801,19/03/2022,07:18:00 a. m.,154,11,423
802,19/03/2022,07:19:00 a. m.,152,431,58
803,19/03/2022,07:20:00 a. m.,143,978,303
804,19/03/2022,07:21:00 a. m.,26,393,237
805,19/03/2022,07:22:00 a. m.,110,757,356
806,19/03/2022,07:23:00 a. m.,84,472,10
807,19/03/2022,07:24:00 a. m.,40,738,347
808,19/03/2022,07:25:00 a. m.,7,853,242
809,19/03/2022,07:26:00 a. m.,149,1050,36
810,19/03/2022,07:27:00 a. m.,107,232,66
811,19/03/2022,07:28:00 a. m.,47,632,352
812,19/03/2022,07:29:00 a. m.,141,1200,78
813,19/03/2022,07:30:00 a. m.,53,984,60
814,19/03/2022,07:31:00 a. m.,145,666,103
815,19/03/2022,07:32:00 a. m.,53,1184,145
816,19/03/2022,07:33:00 a. m.,102,1064,206
817,19/03/2022,07:34:00 a. m.,41,276,99
818,19/03/2022,07:35:00 a. m.,33,638,381
819,19/03/2022,07:36:00 a. m.,121,1240,197
820,19/03/2022,07:37:00 a. m.,58,262,14
821,19/03/2022,07:38:00 a. m.,151,1218,89
822,19/03/2022,07:39:00 a. m.,132,271,328
823,19/03/2022,07:40:00 a. m.,27,992,86
824,19/03/2022,07:41:00 a. m.,23,1216,230
825,19/03/2022,07:42:00 a. m.,53,189,130
826,19/03/2022,07:43:00 a. m.,53,540,41
827,19/03/2022,07:44:00 a. m.,37,832,19
828,19/03/2022,07:45:00 a. m.,70,705,54
829,19/03/2022,07:46:00 a. m.,22,378,217
830,19/03/2022,07:47:00 a. m.,74,1118,49
831,19/03/2022,07:48:00 a. m.,78,763,217
832,19/03/2022,07:49:00 a. m.,154,341,164
833,19/03/2022,07:50:00 a. m.,95,1229,286
834,19/03/2022,07:51:00 a. m.,86,570,20
835,19/03/2022,07:52:00 a. m.,8,294,83
836,19/03/2022,07:53:00 a. m.,81,608,122
837,19/03/2022,07:54:00 a. m.,60,2,395
838,19/03/2022,07:55:00 a. m.,95,941,277
839,19/03/2022,07:56:00 a. m.,58,77,258
840,19/03/2022,07:57:00 a. m.,88,468,54
841,19/03/2022,07:58:00 a. m.,125,1056,200
842,19/03/2022,07:59:00 a. m.,78,151,259
843,19/03/2022,08:00:00 a. m.,70,501,75
844,19/03/2022,08:01:00 a. m.,5,635,418
845,19/03/2022,08:02:00 a. m.,140,1008,5
846,19/03/2022,08:03:00 a. m.,58,619,389
847,19/03/2022,08:04:00 a. m.,25,950,342
848,19/03/2022,08:05:00 a. m.,88,919,333
849,19/03/2022,08:06:00 a. m.,6,1091,83
850,19/03/2022,08:07:00 a. m.,78,364,159
851,19/03/2022,08:08:00 a. m.,94,1084,323
852,19/03/2022,08:09:00 a. m.,110,367,79
853,19/03/2022,08:10:00 a. m.,20,1153,81
854,19/03/2022,08:11:00 a. m.,109,946,137
855,19/03/2022,08:12:00 a. m.,149,623,317
856,19/03/2022,08:13:00 a. m.,86,1011,338
857,19/03/2022,08:14:00 a. m.,150,685,62
858,19/03/2022,08:15:00 a. m.,88,984,128
859,19/03/2022,08:16:00 a. m.,59,640,245
860,19/03/2022,08:17:00 a. m.,95,111,349
861,19/03/2022,08:18:00 a. m.,114,931,336
862,19/03/2022,08:19:00 a. m.,55,426,221
863,19/03/2022,08:20:00 a. m.,83,796,182
864,19/03/2022,08:21:00 a. m.,40,455,130
865,19/03/2022,08:22:00 a. m.,45,103,98
866,19/03/2022,08:23:00 a. m.,128,1204,177
867,19/03/2022,08:24:00 a. m.,19,1214,394
868,19/03/2022,08:25:00 a. m.,14,75,122
869,19/03/2022,08:26:00 a. m.,148,703,144
870,19/03/2022,08:27:00 a. m.,148,711,111
871,19/03/2022,08:28:00 a. m.,72,670,196
872,19/03/2022,08:29:00 a. m.,126,1098,221
873,19/03/2022,08:30:00 a. m.,10,128,17
874,19/03/2022,08:31:00 a. m.,121,428,318
875,19/03/2022,08:32:00 a. m.,38,853,85
876,19/03/2022,08:33:00 a. m.,103,699,224
877,19/03/2022,08:34:00 a. m.,40,889,126
878,19/03/2022,08:35:00 a. m.,136,700,84
879,19/03/2022,08:36:00 a. m.,90,411,39
880,19/03/2022,08:37:00 a. m.,148,512,33
881,19/03/2022,08:38:00 a. m.,30,812,121
882,19/03/2022,08:39:00 a. m.,77,865,215
883,19/03/2022,08:40:00 a. m.,14,574,232
884,19/03/2022,08:41:00 a. m.,144,86,210
885,19/03/2022,08:42:00 a. m.,151,87,216
886,19/03/2022,08:43:00 a. m.,43,824,52
887,19/03/2022,08:44:00 a. m.,32,603,406
888,19/03/2022,08:45:00 a. m.,100,572,277
889,19/03/2022,08:46:00 a. m.,153,460,397
890,19/03/2022,08:47:00 a. m.,3,477,188
891,19/03/2022,08:48:00 a. m.,147,354,171
892,19/03/2022,08:49:00 a. m.,134,511,414
893,19/03/2022,08:50:00 a. m.,143,20,273
894,19/03/2022,08:51:00 a. m.,115,328,67
895,19/03/2022,08:52:00 a. m.,88,1209,255
896,19/03/2022,08:53:00 a. m.,55,1037,386
897,19/03/2022,08:54:00 a. m.,84,701,341
898,19/03/2022,08:55:00 a. m.,62,488,399
899,19/03/2022,08:56:00 a. m.,150,860,68
900,19/03/2022,08:57:00 a. m.,118,719,385
901,19/03/2022,08:58:00 a. m.,76,562,245
902,19/03/2022,08:59:00 a. m.,90,686,283
903,19/03/2022,09:00:00 a. m.,113,972,162
904,19/03/2022,09:01:00 a. m.,109,1202,10
905,19/03/2022,09:02:00 a. m.,90,312,250
906,19/03/2022,09:03:00 a. m.,59,39,388
907,19/03/2022,09:04:00 a. m.,98,1249,58
908,19/03/2022,09:05:00 a. m.,3,833,227
909,19/03/2022,09:06:00 a. m.,106,707,179
910,19/03/2022,09:07:00 a. m.,87,931,75
911,19/03/2022,09:08:00 a. m.,38,612,16
912,19/03/2022,09:09:00 a. m.,147,851,101
913,19/03/2022,09:10:00 a. m.,64,1123,6
914,19/03/2022,09:11:00 a. m.,112,1226,256
915,19/03/2022,09:12:00 a. m.,19,1231,288
916,19/03/2022,09:13:00 a. m.,98,1039,7
917,19/03/2022,09:14:00 a. m.,122,68,9
918,19/03/2022,09:15:00 a. m.,25,1038,20
919,19/03/2022,09:16:00 a. m.,121,588,246
920,19/03/2022,09:17:00 a. m.,116,218,164
921,19/03/2022,09:18:00 a. m.,51,777,309
922,19/03/2022,09:19:00 a. m.,39,941,372
923,19/03/2022,09:20:00 a. m.,50,1190,258
924,19/03/2022,09:21:00 a. m.,120,526,295
925,19/03/2022,09:22:00 a. m.,94,1220,57
926,19/03/2022,09:23:00 a. m.,66,827,125
927,19/03/2022,09:24:00 a. m.,51,269,261
928,19/03/2022,09:25:00 a. m.,147,617,132
929,19/03/2022,09:26:00 a. m.,113,511,212
930,19/03/2022,09:27:00 a. m.,131,416,16
931,19/03/2022,09:28:00 a. m.,114,284,184
932,19/03/2022,09:29:00 a. m.,28,1232,86
933,19/03/2022,09:30:00 a. m.,101,529,258
934,19/03/2022,09:31:00 a. m.,82,790,111
935,19/03/2022,09:32:00 a. m.,97,78,157
936,19/03/2022,09:33:00 a. m.,152,640,336
937,19/03/2022,09:34:00 a. m.,0,904,424
938,19/03/2022,09:35:00 a. m.,84,1073,393
939,19/03/2022,09:36:00 a. m.,11,405,223
940,19/03/2022,09:37:00 a. m.,141,751,262
941,19/03/2022,09:38:00 a. m.,84,1039,124
942,19/03/2022,09:39:00 a. m.,79,402,122
943,19/03/2022,09:40:00 a. m.,0,0,0
944,19/03/2022,09:41:00 a. m.,0,0,0
945,19/03/2022,09:42:00 a. m.,0,0,0
946,19/03/2022,09:43:00 a. m.,0,0,0
947,19/03/2022,09:44:00 a. m.,0,0,0
948,19/03/2022,09:45:00 a. m.,0,0,0
949,19/03/2022,09:46:00 a. m.,0,0,0
950,19/03/2022,09:47:00 a. m.,0,0,0
951,19/03/2022,09:48:00 a. m.,0,0,0
952,19/03/2022,09:49:00 a. m.,0,0,0
953,19/03/2022,09:50:00 a. m.,0,0,0
954,19/03/2022,09:51:00 a. m.,0,0,0
955,19/03/2022,09:52:00 a. m.,0,0,0
956,19/03/2022,09:53:00 a. m.,0,0,0
957,19/03/2022,09:54:00 a. m.,0,0,0
958,19/03/2022,09:55:00 a. m.,0,0,0
959,19/03/2022,09:56:00 a. m.,0,0,0
960,19/03/2022,09:57:00 a. m.,0,0,0
961,19/03/2022,09:58:00 a. m.,0,0,0
962,19/03/2022,09:59:00 a. m.,0,0,0
963,19/03/2022,10:00:00 a. m.,0,0,0
964,19/03/2022,10:01:00 a. m.,0,0,0
965,19/03/2022,10:02:00 a. m.,0,0,0
966,19/03/2022,10:03:00 a. m.,0,0,0
967,19/03/2022,10:04:00 a. m.,0,0,0
968,19/03/2022,10:05:00 a. m.,0,0,0
969,19/03/2022,10:06:00 a. m.,0,0,0
970,19/03/2022,10:07:00 a. m.,0,0,0
971,19/03/2022,10:08:00 a. m.,0,0,0
972,19/03/2022,10:09:00 a. m.,0,0,0
973,19/03/2022,10:10:00 a. m.,0,0,0
974,19/03/2022,10:11:00 a. m.,0,0,0
975,19/03/2022,10:12:00 a. m.,16,460,13
976,19/03/2022,10:13:00 a. m.,105,1126,19
977,19/03/2022,10:14:00 a. m.,149,705,58
978,19/03/2022,10:15:00 a. m.,149,444,104
979,19/03/2022,10:16:00 a. m.,18,1097,22
980,19/03/2022,10:17:00 a. m.,17,448,27
981,19/03/2022,10:18:00 a. m.,43,982,136
982,19/03/2022,10:19:00 a. m.,121,1006,260
983,19/03/2022,10:20:00 a. m.,66,908,381
984,19/03/2022,10:21:00 a. m.,27,1013,102
985,19/03/2022,10:22:00 a. m.,12,631,78
986,19/03/2022,10:23:00 a. m.,78,185,405
987,19/03/2022,10:24:00 a. m.,17,1114,48
988,19/03/2022,10:25:00 a. m.,47,974,385
989,19/03/2022,10:26:00 a. m.,56,1176,422
990,19/03/2022,10:27:00 a. m.,53,822,117
991,19/03/2022,10:28:00 a. m.,84,847,321
992,19/03/2022,10:29:00 a. m.,17,965,223
993,19/03/2022,10:30:00 a. m.,30,1026,256
994,19/03/2022,10:31:00 a. m.,130,681,94
995,19/03/2022,10:32:00 a. m.,36,419,229
996,19/03/2022,10:33:00 a. m.,151,1066,135
997,19/03/2022,10:34:00 a. m.,53,850,139
998,19/03/2022,10:35:00 a. m.,84,776,120
999,19/03/2022,10:36:00 a. m.,130,196,363
1000,19/03/2022,10:37:00 a. m.,154,439,338
1001,19/03/2022,10:38:00 a. m.,74,747,15
1002,19/03/2022,10:39:00 a. m.,15,113,76
1003,19/03/2022,10:40:00 a. m.,98,95,170
1004,19/03/2022,10:41:00 a. m.,75,446,130
1005,19/03/2022,10:42:00 a. m.,18,1239,115
1006,19/03/2022,10:43:00 a. m.,127,619,199
1007,19/03/2022,10:44:00 a. m.,40,239,47
1008,19/03/2022,10:45:00 a. m.,143,830,325
1009,19/03/2022,10:46:00 a. m.,122,120,26
1010,19/03/2022,10:47:00 a. m.,112,804,208
1011,19/03/2022,10:48:00 a. m.,26,90,94
1012,19/03/2022,10:49:00 a. m.,8,1151,151
1013,19/03/2022,10:50:00 a. m.,52,960,50
1014,19/03/2022,10:51:00 a. m.,35,1063,404
1015,19/03/2022,10:52:00 a. m.,27,668,70
1016,19/03/2022,10:53:00 a. m.,27,399,327
1017,19/03/2022,10:54:00 a. m.,17,536,239
1018,19/03/2022,10:55:00 a. m.,132,1006,95
1019,19/03/2022,10:56:00 a. m.,11,278,376
1020,19/03/2022,10:57:00 a. m.,11,448,34
1021,19/03/2022,10:58:00 a. m.,5,758,207
1022,19/03/2022,10:59:00 a. m.,146,326,364
1023,19/03/2022,11:00:00 a. m.,151,1118,421
1024,19/03/2022,11:01:00 a. m.,88,1180,249
1025,19/03/2022,11:02:00 a. m.,125,293,204
1026,19/03/2022,11:03:00 a. m.,122,110,310
1027,19/03/2022,11:04:00 a. m.,122,44,212
1028,19/03/2022,11:05:00 a. m.,109,1050,252
1029,19/03/2022,11:06:00 a. m.,57,717,191
1030,19/03/2022,11:07:00 a. m.,131,793,342
1031,19/03/2022,11:08:00 a. m.,21,944,133
1032,19/03/2022,11:09:00 a. m.,11,1065,15
1033,19/03/2022,11:10:00 a. m.,87,565,149
1034,19/03/2022,11:11:00 a. m.,147,516,123
1035,19/03/2022,11:12:00 a. m.,62,297,80
1036,19/03/2022,11:13:00 a. m.,93,1244,45
1037,19/03/2022,11:14:00 a. m.,46,348,400
1038,19/03/2022,11:15:00 a. m.,116,476,117
1039,19/03/2022,11:16:00 a. m.,85,170,258
1040,19/03/2022,11:17:00 a. m.,132,235,393
1041,19/03/2022,11:18:00 a. m.,71,814,391
1042,19/03/2022,11:19:00 a. m.,54,1033,381
1043,19/03/2022,11:20:00 a. m.,68,44,63
1044,19/03/2022,11:21:00 a. m.,61,552,388
1045,19/03/2022,11:22:00 a. m.,69,409,216
1046,19/03/2022,11:23:00 a. m.,34,875,308
1047,19/03/2022,11:24:00 a. m.,105,1049,387
1048,19/03/2022,11:25:00 a. m.,94,71,74
1049,19/03/2022,11:26:00 a. m.,39,706,347
1050,19/03/2022,11:27:00 a. m.,90,1016,2
1051,19/03/2022,11:28:00 a. m.,36,1213,15
1052,19/03/2022,11:29:00 a. m.,74,451,1
1053,19/03/2022,11:30:00 a. m.,90,471,144
1054,19/03/2022,11:31:00 a. m.,39,664,298
1055,19/03/2022,11:32:00 a. m.,125,984,83
1056,19/03/2022,11:33:00 a. m.,21,670,151
1057,19/03/2022,11:34:00 a. m.,86,710,321
1058,19/03/2022,11:35:00 a. m.,94,1096,297
1059,19/03/2022,11:36:00 a. m.,100,819,398
1060,19/03/2022,11:37:00 a. m.,74,120,134
1061,19/03/2022,11:38:00 a. m.,26,169,58
1062,19/03/2022,11:39:00 a. m.,131,1047,309
1063,19/03/2022,11:40:00 a. m.,129,895,60
1064,19/03/2022,11:41:00 a. m.,42,1114,45
1065,19/03/2022,11:42:00 a. m.,96,158,267
